Feature,clusternum,cluster_name
Cytoplasm_Texture_DifferenceEntropy_Mito_5_00_256,494,Cells_Texture_DifferenceEntropy_Mito_10_00_256
Cytoplasm_Texture_DifferenceEntropy_Mito_5_01_256,512,Cells_Texture_DifferenceEntropy_Mito_5_01_256
Cytoplasm_Texture_DifferenceEntropy_Mito_5_02_256,499,Cells_Texture_DifferenceEntropy_Mito_10_02_256
Cytoplasm_Texture_DifferenceEntropy_Mito_5_03_256,493,Cells_Texture_DifferenceEntropy_Mito_5_03_256
Cytoplasm_Texture_DifferenceVariance_AGP_10_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_10_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_10_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_10_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_20_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_20_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_20_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_20_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_5_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_5_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_5_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_AGP_5_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_00_256,412,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_01_256,437,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_10_01_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_02_256,402,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_10_03_256,442,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_00_256,412,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_01_256,446,Cells_Texture_AngularSecondMoment_BODIPYRNA_10_01_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_02_256,403,Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_02_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_03_256,446,Cells_Texture_AngularSecondMoment_BODIPYRNA_10_01_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_00_256,412,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_00_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_01_256,405,Cells_Texture_AngularSecondMoment_BODIPYRNA_5_01_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_02_256,402,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_5_03_256,442,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cytoplasm_Texture_DifferenceVariance_DNA_10_00_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_10_01_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_10_02_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_10_03_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_20_00_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_20_01_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_20_02_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_20_03_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_5_00_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_5_01_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_5_02_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_DNA_5_03_256,21,Cells_Texture_DifferenceVariance_DNA_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_10_00_256,494,Cells_Texture_DifferenceEntropy_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_10_01_256,492,Cells_Texture_DifferenceEntropy_Mito_10_01_256
Cytoplasm_Texture_DifferenceVariance_Mito_10_02_256,491,Cells_Texture_DifferenceVariance_Mito_10_02_256
Cytoplasm_Texture_DifferenceVariance_Mito_10_03_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_20_00_256,494,Cells_Texture_DifferenceEntropy_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_20_01_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_20_02_256,491,Cells_Texture_DifferenceVariance_Mito_10_02_256
Cytoplasm_Texture_DifferenceVariance_Mito_20_03_256,490,Cells_Texture_AngularSecondMoment_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_5_00_256,494,Cells_Texture_DifferenceEntropy_Mito_10_00_256
Cytoplasm_Texture_DifferenceVariance_Mito_5_01_256,512,Cells_Texture_DifferenceEntropy_Mito_5_01_256
Cytoplasm_Texture_DifferenceVariance_Mito_5_02_256,491,Cells_Texture_DifferenceVariance_Mito_10_02_256
Cytoplasm_Texture_DifferenceVariance_Mito_5_03_256,493,Cells_Texture_DifferenceEntropy_Mito_5_03_256
Cytoplasm_Texture_Entropy_AGP_10_00_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_AGP_10_01_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_Entropy_AGP_10_02_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_Entropy_AGP_20_00_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_Entropy_AGP_20_01_256,75,Cells_Texture_Entropy_AGP_20_01_256
Cytoplasm_Texture_Entropy_AGP_20_02_256,99,Cells_Intensity_MaxIntensity_AGP
Cytoplasm_Texture_Entropy_AGP_20_03_256,74,Cells_Texture_Contrast_AGP_20_03_256
Cytoplasm_Texture_Entropy_AGP_5_00_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_AGP_5_01_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_AGP_5_02_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_AGP_5_03_256,80,Cells_Correlation_K_AGP_Mito
Cytoplasm_Texture_Entropy_BODIPYRNA_10_00_256,601,Cytoplasm_Intensity_MADIntensity_BODIPYRNA
Cytoplasm_Texture_Entropy_BODIPYRNA_10_01_256,601,Cytoplasm_Intensity_MADIntensity_BODIPYRNA
Cytoplasm_Texture_Entropy_BODIPYRNA_10_02_256,601,Cytoplasm_Intensity_MADIntensity_BODIPYRNA
Cytoplasm_Texture_Entropy_BODIPYRNA_10_03_256,601,Cytoplasm_Intensity_MADIntensity_BODIPYRNA
Cytoplasm_Texture_Entropy_BODIPYRNA_20_00_256,605,Cells_Texture_Variance_BODIPYRNA_20_01_256
Cytoplasm_Texture_Entropy_BODIPYRNA_20_01_256,616,Cells_Texture_Entropy_BODIPYRNA_20_01_256
Cytoplasm_Texture_Entropy_BODIPYRNA_20_02_256,605,Cells_Texture_Variance_BODIPYRNA_20_01_256
Cytoplasm_Texture_Entropy_BODIPYRNA_20_03_256,614,Cells_Texture_Entropy_BODIPYRNA_20_03_256
Cytoplasm_Texture_Entropy_BODIPYRNA_5_00_256,471,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_00_256
Cytoplasm_Texture_Entropy_BODIPYRNA_5_01_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_Entropy_BODIPYRNA_5_02_256,470,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_5_02_256
Cytoplasm_Texture_Entropy_BODIPYRNA_5_03_256,472,Cytoplasm_Texture_AngularSecondMoment_BODIPYRNA_20_00_256
Cytoplasm_Texture_Entropy_DNA_10_00_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_10_01_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_10_02_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_10_03_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_20_00_256,752,Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256
Cytoplasm_Texture_Entropy_DNA_20_01_256,755,Cells_Texture_Entropy_DNA_20_01_256
Cytoplasm_Texture_Entropy_DNA_20_02_256,752,Cytoplasm_Texture_AngularSecondMoment_DNA_10_01_256
Cytoplasm_Texture_Entropy_DNA_20_03_256,753,Cells_Texture_Entropy_DNA_20_03_256
Cytoplasm_Texture_Entropy_DNA_5_00_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_5_01_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_5_02_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_DNA_5_03_256,777,Cytoplasm_Texture_Entropy_DNA_10_00_256
Cytoplasm_Texture_Entropy_Mito_10_00_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_10_01_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_10_02_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_10_03_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_20_00_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_20_01_256,620,Cells_Texture_Entropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_20_02_256,619,Cells_Texture_DifferenceEntropy_Mito_20_01_256
Cytoplasm_Texture_Entropy_Mito_20_03_256,621,Cells_Texture_Entropy_Mito_20_03_256
Cytoplasm_Texture_Entropy_Mito_5_00_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_Entropy_Mito_5_01_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_Entropy_Mito_5_02_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_Entropy_Mito_5_03_256,144,Cells_Texture_DifferenceEntropy_Mito_20_00_256
Cytoplasm_Texture_InfoMeas1_AGP_10_00_256,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_Texture_InfoMeas1_AGP_10_01_256,104,Cells_AreaShape_MajorAxisLength
Cytoplasm_Texture_InfoMeas1_AGP_10_02_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_10_03_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_20_00_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_20_01_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_20_02_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_20_03_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas1_AGP_5_00_256,227,Cytoplasm_Texture_InfoMeas1_AGP_5_00_256
Cytoplasm_Texture_InfoMeas1_AGP_5_01_256,94,Cytoplasm_Texture_InfoMeas1_AGP_5_01_256
Cytoplasm_Texture_InfoMeas1_AGP_5_02_256,671,Cytoplasm_Texture_InfoMeas1_AGP_5_02_256
Cytoplasm_Texture_InfoMeas1_AGP_5_03_256,109,Cells_Texture_InfoMeas2_AGP_5_03_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_00_256,371,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_00_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_01_256,22,Cells_Texture_InfoMeas1_DNA_10_01_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_02_256,741,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_02_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_10_03_256,42,Cells_Texture_InfoMeas1_DNA_10_03_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_00_256,96,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_00_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_01_256,48,Cells_Texture_InfoMeas1_BODIPYRNA_20_01_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_02_256,51,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_02_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_20_03_256,65,Cells_Texture_InfoMeas1_BODIPYRNA_20_03_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_00_256,156,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_00_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_01_256,718,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_01_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_02_256,727,Cells_Texture_InfoMeas1_BODIPYRNA_5_02_256
Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_03_256,117,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_03_256
Cytoplasm_Texture_InfoMeas1_DNA_10_00_256,15,Cells_Texture_InfoMeas2_DNA_5_00_256
Cytoplasm_Texture_InfoMeas1_DNA_10_01_256,22,Cells_Texture_InfoMeas1_DNA_10_01_256
Cytoplasm_Texture_InfoMeas1_DNA_10_02_256,792,Cytoplasm_Texture_InfoMeas1_DNA_10_02_256
Cytoplasm_Texture_InfoMeas1_DNA_10_03_256,42,Cells_Texture_InfoMeas1_DNA_10_03_256
Cytoplasm_Texture_InfoMeas1_DNA_20_00_256,23,Cells_Texture_DifferenceEntropy_DNA_20_00_256
Cytoplasm_Texture_InfoMeas1_DNA_20_01_256,796,Cells_Texture_InfoMeas1_DNA_20_01_256
Cytoplasm_Texture_InfoMeas1_DNA_20_02_256,26,Cells_Intensity_MaxIntensityEdge_DNA
Cytoplasm_Texture_InfoMeas1_DNA_20_03_256,796,Cells_Texture_InfoMeas1_DNA_20_01_256
Cytoplasm_Texture_InfoMeas1_DNA_5_00_256,358,Cytoplasm_Texture_InfoMeas1_DNA_5_00_256
Cytoplasm_Texture_InfoMeas1_DNA_5_01_256,361,Cytoplasm_Texture_InfoMeas1_DNA_5_01_256
Cytoplasm_Texture_InfoMeas1_DNA_5_02_256,637,Cytoplasm_Texture_InfoMeas1_DNA_5_02_256
Cytoplasm_Texture_InfoMeas1_DNA_5_03_256,804,Cytoplasm_Texture_InfoMeas1_DNA_5_03_256
Cytoplasm_Texture_InfoMeas1_Mito_10_00_256,201,Cytoplasm_Texture_InfoMeas1_Mito_10_00_256
Cytoplasm_Texture_InfoMeas1_Mito_10_01_256,204,Cytoplasm_Texture_InfoMeas1_Mito_10_01_256
Cytoplasm_Texture_InfoMeas1_Mito_10_02_256,202,Cytoplasm_Texture_InfoMeas1_Mito_10_02_256
Cytoplasm_Texture_InfoMeas1_Mito_10_03_256,236,Cytoplasm_Texture_InfoMeas1_Mito_10_03_256
Cytoplasm_Texture_InfoMeas1_Mito_20_00_256,205,Cytoplasm_Texture_InfoMeas1_Mito_20_00_256
Cytoplasm_Texture_InfoMeas1_Mito_20_01_256,204,Cytoplasm_Texture_InfoMeas1_Mito_10_01_256
Cytoplasm_Texture_InfoMeas1_Mito_20_02_256,237,Cytoplasm_Texture_InfoMeas1_Mito_20_02_256
Cytoplasm_Texture_InfoMeas1_Mito_20_03_256,236,Cytoplasm_Texture_InfoMeas1_Mito_10_03_256
Cytoplasm_Texture_InfoMeas1_Mito_5_00_256,377,Cytoplasm_Texture_InfoMeas1_Mito_5_00_256
Cytoplasm_Texture_InfoMeas1_Mito_5_01_256,434,Cytoplasm_Texture_InfoMeas1_Mito_5_01_256
Cytoplasm_Texture_InfoMeas1_Mito_5_02_256,743,Cytoplasm_Texture_InfoMeas1_Mito_5_02_256
Cytoplasm_Texture_InfoMeas1_Mito_5_03_256,343,Cytoplasm_Texture_InfoMeas1_Mito_5_03_256
Cytoplasm_Texture_InfoMeas2_AGP_10_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_10_02_256,103,Cytoplasm_Texture_InfoMeas1_AGP_10_02_256
Cytoplasm_Texture_InfoMeas2_AGP_10_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_20_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_20_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_20_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_20_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InfoMeas2_AGP_5_00_256,110,Cytoplasm_Texture_InfoMeas2_AGP_5_00_256
Cytoplasm_Texture_InfoMeas2_AGP_5_01_256,94,Cytoplasm_Texture_InfoMeas1_AGP_5_01_256
Cytoplasm_Texture_InfoMeas2_AGP_5_02_256,95,Cytoplasm_Texture_InfoMeas2_AGP_5_02_256
Cytoplasm_Texture_InfoMeas2_AGP_5_03_256,109,Cells_Texture_InfoMeas2_AGP_5_03_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_00_256,372,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_00_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_01_256,31,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_01_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_02_256,742,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_02_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_03_256,43,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_10_03_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_00_256,32,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_00_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_01_256,49,Cells_Texture_InfoMeas2_BODIPYRNA_20_01_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_02_256,29,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_02_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_20_03_256,28,Cells_Texture_InfoMeas2_BODIPYRNA_20_03_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_00_256,156,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_00_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_01_256,718,Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_01_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_02_256,730,Cells_Texture_Correlation_AGP_10_02_256
Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_03_256,119,Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_03_256
Cytoplasm_Texture_InfoMeas2_DNA_10_00_256,15,Cells_Texture_InfoMeas2_DNA_5_00_256
Cytoplasm_Texture_InfoMeas2_DNA_10_01_256,22,Cells_Texture_InfoMeas1_DNA_10_01_256
Cytoplasm_Texture_InfoMeas2_DNA_10_02_256,792,Cytoplasm_Texture_InfoMeas1_DNA_10_02_256
Cytoplasm_Texture_InfoMeas2_DNA_10_03_256,20,Cells_Texture_InfoMeas2_DNA_10_00_256
Cytoplasm_Texture_InfoMeas2_DNA_20_00_256,795,Cells_Texture_SumEntropy_DNA_20_00_256
Cytoplasm_Texture_InfoMeas2_DNA_20_01_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cytoplasm_Texture_InfoMeas2_DNA_20_02_256,795,Cells_Texture_SumEntropy_DNA_20_00_256
Cytoplasm_Texture_InfoMeas2_DNA_20_03_256,798,Cells_Texture_Entropy_DNA_20_00_256
Cytoplasm_Texture_InfoMeas2_DNA_5_00_256,359,Cytoplasm_Texture_InfoMeas2_DNA_5_00_256
Cytoplasm_Texture_InfoMeas2_DNA_5_01_256,362,Cytoplasm_Texture_InfoMeas2_DNA_5_01_256
Cytoplasm_Texture_InfoMeas2_DNA_5_02_256,638,Cytoplasm_Texture_InfoMeas2_DNA_5_02_256
Cytoplasm_Texture_InfoMeas2_DNA_5_03_256,805,Cytoplasm_Texture_InfoMeas2_DNA_5_03_256
Cytoplasm_Texture_InfoMeas2_Mito_10_00_256,320,Cytoplasm_Texture_InfoMeas2_Mito_10_00_256
Cytoplasm_Texture_InfoMeas2_Mito_10_01_256,200,Cytoplasm_Texture_InfoMeas2_Mito_10_01_256
Cytoplasm_Texture_InfoMeas2_Mito_10_02_256,322,Cytoplasm_Texture_InfoMeas2_Mito_10_02_256
Cytoplasm_Texture_InfoMeas2_Mito_10_03_256,200,Cytoplasm_Texture_InfoMeas2_Mito_10_01_256
Cytoplasm_Texture_InfoMeas2_Mito_20_00_256,323,Cytoplasm_Texture_InfoMeas2_Mito_20_00_256
Cytoplasm_Texture_InfoMeas2_Mito_20_01_256,203,Cells_Texture_InfoMeas1_Mito_20_01_256
Cytoplasm_Texture_InfoMeas2_Mito_20_02_256,321,Cytoplasm_Texture_InfoMeas2_Mito_20_02_256
Cytoplasm_Texture_InfoMeas2_Mito_20_03_256,191,Cytoplasm_Texture_InfoMeas2_Mito_20_03_256
Cytoplasm_Texture_InfoMeas2_Mito_5_00_256,152,Cytoplasm_Texture_InfoMeas2_Mito_5_00_256
Cytoplasm_Texture_InfoMeas2_Mito_5_01_256,629,Cytoplasm_Texture_InfoMeas2_Mito_5_01_256
Cytoplasm_Texture_InfoMeas2_Mito_5_02_256,725,Cells_Texture_InfoMeas2_Mito_5_02_256
Cytoplasm_Texture_InfoMeas2_Mito_5_03_256,510,Cytoplasm_Texture_InfoMeas2_Mito_5_03_256
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Cytoplasm_Texture_InverseDifferenceMoment_AGP_20_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256,411,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_01_256,400,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256,402,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_03_256,442,Cytoplasm_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_00_256,411,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_01_256,406,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_01_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_02_256,403,Cytoplasm_Texture_DifferenceVariance_BODIPYRNA_20_02_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_03_256,441,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_03_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_00_256,411,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_01_256,406,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_01_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_02_256,409,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_02_256
Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_5_03_256,441,Cytoplasm_Texture_InverseDifferenceMoment_BODIPYRNA_20_03_256
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_00_256,791,Cells_Texture_InfoMeas2_DNA_5_02_256
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_01_256,20,Cells_Texture_InfoMeas2_DNA_10_00_256
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_02_256,802,Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_02_256
Cytoplasm_Texture_InverseDifferenceMoment_DNA_10_03_256,801,Cells_Texture_InfoMeas2_DNA_5_01_256
